id,host_id,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,bedrooms,review_scores_rating
11636688,39073224,Lahaina,Maui,Entire home/apt,330,5,3,1,5
11636996,10981379,Kihei-Makena,Maui,Entire home/apt,374,1,4,3,4.78
11637060,10981379,Kihei-Makena,Maui,Entire home/apt,374,1,0,3,5
11637166,10981379,Lahaina,Maui,Entire home/apt,189,1,1,NA,5
11637303,10981379,Lahaina,Maui,Entire home/apt,189,1,0,NA,4.63
11637355,10981379,Lahaina,Maui,Entire home/apt,217,1,1,1,4.56
11637407,10981379,Lahaina,Maui,Entire home/apt,217,1,0,1,4
11637457,39073224,Lahaina,Maui,Entire home/apt,586,5,1,2,5
11639145,61688289,South Hilo,Hawaii,Entire home/apt,75,2,0,1,4.97
11640080,15820446,Lahaina,Maui,Entire home/apt,204,5,4,1,4.63
11641330,1089426,Waianae,Honolulu,Entire home/apt,115,30,5,1,4.75
11652381,16185464,Hana,Maui,Shared room,600,7,0,1,NA
11652895,10981379,Lahaina,Maui,Entire home/apt,316,1,0,2,3.5
11653449,61821986,Kihei-Makena,Maui,Entire home/apt,225,7,0,2,4.74
11655441,61823299,Puna,Hawaii,Entire home/apt,79,1,53,2,4.89
11656255,61849963,South Kohala,Hawaii,Entire home/apt,386,5,3,2,4.94
11658802,61874204,South Kohala,Hawaii,Entire home/apt,164,5,11,2,4.78
11660958,26063928,Kihei-Makena,Maui,Entire home/apt,256,6,5,1,5
11671906,60793854,North Kona,Hawaii,Entire home/apt,232,3,35,4,4.87
11675032,18595620,Kihei-Makena,Maui,Entire home/apt,750,5,13,3,4.98
11676400,34386367,Kapaa-Wailua,Kauai,Hotel room,240,1,4,1,5
11693188,528019,Kapaa-Wailua,Kauai,Entire home/apt,688,180,0,3,4.67
11693339,62132374,Kihei-Makena,Maui,Entire home/apt,229,4,25,1,4.98
11693832,46591477,Kihei-Makena,Maui,Entire home/apt,199,3,19,2,4.83
11698204,58779884,South Kohala,Hawaii,Entire home/apt,225,3,34,2,4.96
11698521,62167211,Koolauloa,Honolulu,Private room,100,2,48,1,4.97
11698679,54661650,Lahaina,Maui,Entire home/apt,249,3,2,1,5
11715756,62289986,North Kona,Hawaii,Entire home/apt,193,5,12,NA,4.89
11716310,8880370,North Kona,Hawaii,Entire home/apt,299,3,20,2,4.9
11718107,1735132,South Kohala,Hawaii,Entire home/apt,275,7,3,3,4.92
11719208,51013381,Lahaina,Maui,Entire home/apt,206,3,11,2,4.72
11719658,17519759,Lahaina,Maui,Entire home/apt,191,5,29,1,4.94
11721470,46013796,Lahaina,Maui,Entire home/apt,397,3,3,2,4.94
11721559,5042913,Hana,Maui,Entire home/apt,250,2,51,2,4.9
11722431,33033151,South Hilo,Hawaii,Entire home/apt,514,3,9,4,4.73
11733852,60146687,Primary Urban Center,Honolulu,Entire home/apt,1482,30,7,4,4.9
11739508,30451088,Kau,Hawaii,Entire home/apt,249,2,30,2,4.95
11739789,62455180,Lahaina,Maui,Entire home/apt,550,3,29,4,4.9
11754166,680107,North Shore Kauai,Kauai,Entire home/apt,451,3,7,3,4.73
11755234,62551872,Kihei-Makena,Maui,Entire home/apt,186,1,34,1,4.83
11755273,62551872,Kihei-Makena,Maui,Entire home/apt,148,1,48,NA,4.75
11755423,25412606,North Shore Kauai,Kauai,Entire home/apt,260,1,13,2,4.81
11757488,49441399,North Kona,Hawaii,Entire home/apt,100,1,1,1,4.67
11757489,49441399,North Kona,Hawaii,Entire home/apt,130,1,0,1,NA
11757491,49441399,North Kona,Hawaii,Entire home/apt,100,1,0,1,NA
11757494,49441399,North Kona,Hawaii,Entire home/apt,150,1,2,2,5
11757496,49441399,North Kona,Hawaii,Entire home/apt,110,1,2,1,4.75
11757498,49441399,North Kona,Hawaii,Entire home/apt,149,1,0,1,5
11757500,49441399,North Kona,Hawaii,Entire home/apt,137,1,1,1,4
11757501,49441399,North Kona,Hawaii,Entire home/apt,130,1,1,1,4.38
11757502,49441399,North Kona,Hawaii,Entire home/apt,140,1,1,2,4
11757504,49441399,North Kona,Hawaii,Entire home/apt,150,1,2,2,4.33
11757508,49441399,North Kona,Hawaii,Entire home/apt,150,1,4,2,4.83
11757509,49441399,North Kona,Hawaii,Entire home/apt,375,1,1,3,5
11757511,49441399,North Kona,Hawaii,Entire home/apt,150,1,0,2,4
11757513,49441399,North Kona,Hawaii,Entire home/apt,120,1,0,1,5
11757514,49441399,North Kona,Hawaii,Entire home/apt,100,1,0,1,4
11757516,49441399,North Kona,Hawaii,Entire home/apt,140,1,0,2,4.5
11757519,49441399,North Kona,Hawaii,Entire home/apt,199,1,10,2,4.43
11757523,49441399,North Kona,Hawaii,Entire home/apt,95,1,2,1,5
11757524,49441399,North Kona,Hawaii,Entire home/apt,150,1,3,2,4.67
11757530,49441399,North Kona,Hawaii,Entire home/apt,400,1,0,3,4.4
11757533,49441399,North Kona,Hawaii,Entire home/apt,100,1,1,1,5
11757539,49441399,North Kona,Hawaii,Entire home/apt,179,1,6,2,4.85
11757541,49441399,North Kona,Hawaii,Entire home/apt,139,1,5,1,4.56
11757544,49441399,North Kona,Hawaii,Entire home/apt,115,1,8,2,4.5
11757547,49441399,North Kona,Hawaii,Entire home/apt,169,1,11,2,4.65
11761211,62595410,Primary Urban Center,Honolulu,Entire home/apt,215,2,5,NA,4.77
11769670,62649926,Kapaa-Wailua,Kauai,Entire home/apt,165,2,27,1,4.83
11773997,756093,Kapaa-Wailua,Kauai,Entire home/apt,558,1,1,2,4.93
11774083,756093,Kapaa-Wailua,Kauai,Entire home/apt,488,1,0,2,5
11791085,62799019,Primary Urban Center,Honolulu,Entire home/apt,170,30,12,2,4.85
11791183,15820446,Lahaina,Maui,Entire home/apt,151,5,9,1,4.38
11800616,44619418,Kihei-Makena,Maui,Entire home/apt,145,7,10,1,4.7
11804443,45038615,Primary Urban Center,Honolulu,Entire home/apt,95,30,10,NA,4.93
11808146,21302839,Primary Urban Center,Honolulu,Entire home/apt,185,1,3,1,4.67
11816957,2312969,Kihei-Makena,Maui,Entire home/apt,249,3,29,1,4.86
11817220,57940735,Kihei-Makena,Maui,Entire home/apt,440,4,13,2,4.7
11817249,57940735,Kihei-Makena,Maui,Entire home/apt,386,4,13,2,4.88
11817276,57940735,Kihei-Makena,Maui,Entire home/apt,307,4,13,2,4.78
11817299,57940735,Kihei-Makena,Maui,Entire home/apt,248,4,29,1,4.9
11817332,57940735,Kihei-Makena,Maui,Entire home/apt,232,4,11,1,4.77
11817347,57940735,Kihei-Makena,Maui,Entire home/apt,221,4,6,1,4.58
11824297,62983922,North Kona,Hawaii,Entire home/apt,128,2,17,NA,4.88
11826230,62998228,Paia-Haiku,Maui,Entire home/apt,406,1,29,2,4.73
11826510,21267026,South Hilo,Hawaii,Entire home/apt,150,30,0,3,4
11827348,62922745,Molokai,Maui,Entire home/apt,99,1,10,1,4.89
11828445,63015299,North Kona,Hawaii,Entire home/apt,178,5,6,1,4.86
11838059,47475013,North Kona,Hawaii,Entire home/apt,899,3,0,2,4.5
11847704,62998228,Paia-Haiku,Maui,Private room,236,1,58,1,4.75
11848409,46888791,Kau,Hawaii,Entire home/apt,203,4,15,4,4.96
11850324,63129576,Koolauloa,Honolulu,Entire home/apt,110,30,2,2,4.76
11865583,922153,Puna,Hawaii,Entire home/apt,186,2,1,2,4.94
11867875,36133410,Lahaina,Maui,Entire home/apt,624,7,0,1,4.75
11871182,40659259,Kihei-Makena,Maui,Private room,150,4,21,1,4.95
11871314,11888197,Hamakua,Hawaii,Private room,63,1,54,1,4.61
11872651,12422209,South Hilo,Hawaii,Entire home/apt,495,2,8,7,4.69
11873965,55036781,Primary Urban Center,Honolulu,Entire home/apt,132,2,53,1,4.81
11875979,63323328,Kapaa-Wailua,Kauai,Entire home/apt,199,1,12,1,4.7
11879869,37740186,Primary Urban Center,Honolulu,Entire home/apt,160,30,4,1,4.86
11886149,63323328,Kapaa-Wailua,Kauai,Entire home/apt,199,1,19,1,4.77
11886647,61044818,Koolauloa,Honolulu,Entire home/apt,618,2,23,4,4.88
11888578,42967414,North Kona,Hawaii,Entire home/apt,115,5,0,NA,4.79
11888880,25282650,North Kona,Hawaii,Private room,131,2,26,1,4.96
11890187,63406235,Primary Urban Center,Honolulu,Entire home/apt,165,3,22,1,4.6
11890451,63407928,Kihei-Makena,Maui,Entire home/apt,354,1,4,2,4.96
11891996,8374973,Kihei-Makena,Maui,Private room,239,5,34,1,4.85
11892464,55036781,Primary Urban Center,Honolulu,Entire home/apt,88,2,43,1,4.87
11895606,59943161,Primary Urban Center,Honolulu,Entire home/apt,305,30,0,NA,4.5
11905481,63509462,Lahaina,Maui,Entire home/apt,156,7,6,NA,5
11905724,63510796,Kihei-Makena,Maui,Entire home/apt,222,4,6,2,4.73
11905902,39621041,North Kona,Hawaii,Entire home/apt,195,5,6,1,4.68
11908534,63527356,South Kohala,Hawaii,Entire home/apt,525,5,1,2,5
11923001,63627415,Primary Urban Center,Honolulu,Private room,115,2,16,NA,4.77
11925940,63627415,Primary Urban Center,Honolulu,Private room,102,3,23,NA,4.82
11926239,63627415,Primary Urban Center,Honolulu,Entire home/apt,109,3,26,NA,4.65
11926527,63652135,Kihei-Makena,Maui,Entire home/apt,205,4,18,1,4.94
11930031,63679546,Puna,Hawaii,Entire home/apt,105,5,28,2,4.93
11942289,31936339,Lahaina,Maui,Entire home/apt,126,3,36,1,4.82
11942708,13207681,Kihei-Makena,Maui,Entire home/apt,172,3,26,1,4.8
11949145,12042216,South Kohala,Hawaii,Entire home/apt,275,3,7,2,4.52
11949216,12042216,North Kona,Hawaii,Entire home/apt,260,2,1,2,4.88
11949366,5786717,Kihei-Makena,Maui,Entire home/apt,253,3,13,2,4.74
11949503,47051023,South Kona,Hawaii,Entire home/apt,120,3,23,3,4.87
11954329,47475013,North Kona,Hawaii,Entire home/apt,450,3,3,2,5
11958931,39366616,North Hilo,Hawaii,Private room,160,2,0,1,5
11965586,63515159,North Kona,Hawaii,Entire home/apt,5700,3,0,5,NA
11967850,91050745,Primary Urban Center,Honolulu,Entire home/apt,218,1,39,1,4.74
11970508,57940735,Kihei-Makena,Maui,Entire home/apt,224,4,7,1,4.7
11970510,57940735,Kihei-Makena,Maui,Entire home/apt,216,4,6,1,4.83
11970514,57940735,Kihei-Makena,Maui,Entire home/apt,202,4,7,1,4.78
11970517,57940735,Kihei-Makena,Maui,Entire home/apt,267,4,9,1,4.91
11970518,57940735,Kihei-Makena,Maui,Entire home/apt,349,4,12,2,4.95
11970520,57940735,Kihei-Makena,Maui,Entire home/apt,301,4,4,2,4.77
11970523,57940735,Kihei-Makena,Maui,Entire home/apt,367,4,9,2,4.77
11970525,57940735,Kihei-Makena,Maui,Entire home/apt,252,4,18,1,4.95
11970527,57940735,Kihei-Makena,Maui,Entire home/apt,328,4,11,2,4.93
11970528,57940735,Kihei-Makena,Maui,Entire home/apt,209,4,14,1,4.9
11970531,57940735,Kihei-Makena,Maui,Entire home/apt,322,4,3,2,4.8
11970535,57940735,Kihei-Makena,Maui,Entire home/apt,238,4,14,1,4.88
11970537,57940735,Kihei-Makena,Maui,Entire home/apt,259,4,9,1,4.79
11970538,57940735,Kihei-Makena,Maui,Entire home/apt,210,4,4,1,4.79
11970540,57940735,Kihei-Makena,Maui,Entire home/apt,233,4,7,1,4.65
11970541,57940735,Kihei-Makena,Maui,Entire home/apt,356,4,8,2,4.79
11971162,62983922,North Kona,Hawaii,Entire home/apt,128,2,16,NA,4.93
11971715,37839136,Puna,Hawaii,Entire home/apt,187,2,10,3,4.61
11975834,6215926,North Kona,Hawaii,Entire home/apt,199,6,17,2,4.91
11984612,63509462,Lahaina,Maui,Entire home/apt,189,7,12,1,4.95
11990864,1468538,Kihei-Makena,Maui,Entire home/apt,3836,4,2,8,5
11991042,15820446,Lahaina,Maui,Entire home/apt,129,5,5,1,4.46
11991660,16922664,North Kona,Hawaii,Entire home/apt,969,3,18,5,4.73
11991749,12895181,Lahaina,Maui,Entire home/apt,350,4,6,2,4.9
11994060,42618840,Koloa-Poipu,Kauai,Entire home/apt,253,2,15,1,4.63
12006664,42618840,Koloa-Poipu,Kauai,Entire home/apt,255,2,16,1,4.78
12007632,11883941,North Kohala,Hawaii,Entire home/apt,183,30,1,3,4.73
12013886,64270269,North Kona,Hawaii,Entire home/apt,119,1,61,1,4.72
12017447,2147855,Paia-Haiku,Maui,Entire home/apt,175,180,0,1,4.85
12018846,33683859,Lahaina,Maui,Entire home/apt,330,7,1,NA,5
12019678,63323328,Kapaa-Wailua,Kauai,Entire home/apt,199,1,26,1,4.66
12020424,46250632,Kihei-Makena,Maui,Entire home/apt,162,1,54,1,4.98
12021139,7558126,Primary Urban Center,Honolulu,Entire home/apt,333,4,5,1,5
12024161,64340974,Lahaina,Maui,Entire home/apt,470,5,0,1,5
12027124,39366616,North Hilo,Hawaii,Private room,175,2,0,1,4.92
12027901,53967105,Primary Urban Center,Honolulu,Entire home/apt,96,30,2,1,4.78
12028461,31152224,Primary Urban Center,Honolulu,Entire home/apt,118,30,7,1,4.81
12028728,53967105,Primary Urban Center,Honolulu,Entire home/apt,91,30,3,1,5
12043016,19717515,North Shore Kauai,Kauai,Entire home/apt,1245,1,3,5,4.38
12052427,42618840,Koloa-Poipu,Kauai,Entire home/apt,281,2,11,1,4.78
12055088,18836229,Kihei-Makena,Maui,Entire home/apt,165,3,29,1,4.98
12055120,64565134,Kihei-Makena,Maui,Entire home/apt,175,1,54,2,4.67
12070115,2349948,Primary Urban Center,Honolulu,Entire home/apt,90,3,13,NA,4.26
12075609,4340166,North Shore Kauai,Kauai,Entire home/apt,189,1,12,2,4.88
12086668,64782484,Kihei-Makena,Maui,Entire home/apt,180,3,30,NA,4.66
12088185,64792091,North Shore Oahu,Honolulu,Entire home/apt,190,14,5,NA,4.93
12091541,756093,Koloa-Poipu,Kauai,Entire home/apt,481,1,1,2,5
12091752,64815963,Koolaupoko,Honolulu,Entire home/apt,150,30,18,2,4.88
12093983,2232017,Primary Urban Center,Honolulu,Entire home/apt,475,5,0,3,4.68
12112021,47475013,North Shore Kauai,Kauai,Entire home/apt,899,2,0,2,4.77
12112151,1274041,Waimea-Kekaha,Kauai,Entire home/apt,300,1,27,2,4.91
12113895,16923718,Primary Urban Center,Honolulu,Entire home/apt,240,30,3,2,4.92
12115790,64992490,Lahaina,Maui,Entire home/apt,325,5,30,1,4.99
12119188,25851489,Central Oahu,Honolulu,Entire home/apt,222,29,1,3,4.93
12133335,65120131,South Kohala,Hawaii,Private room,189,4,51,1,4.96
12134270,2349948,Primary Urban Center,Honolulu,Entire home/apt,94,2,8,NA,4.44
12134964,2349948,Primary Urban Center,Honolulu,Entire home/apt,129,2,10,NA,4.58
12136725,42947939,Primary Urban Center,Honolulu,Entire home/apt,106,1,22,NA,4.65
12137136,42947939,Primary Urban Center,Honolulu,Entire home/apt,128,1,14,NA,4.36
12138925,6053644,North Kohala,Hawaii,Entire home/apt,140,2,31,1,4.97
12139056,23247013,Kihei-Makena,Maui,Entire home/apt,132,2,48,1,4.85
12140781,56175517,Primary Urban Center,Honolulu,Private room,69,1,13,1,4.87
12144387,12894745,South Kohala,Hawaii,Entire home/apt,250,7,0,2,5
12153149,2349948,Primary Urban Center,Honolulu,Entire home/apt,111,2,10,NA,4.58
12155852,46741240,Paia-Haiku,Maui,Entire home/apt,155,4,40,1,4.93
12156926,65282571,Lihue,Kauai,Entire home/apt,209,2,14,1,4.65
12169125,51954168,Kihei-Makena,Maui,Entire home/apt,179,3,15,1,4.83
12174121,41842769,South Kohala,Hawaii,Entire home/apt,406,3,9,3,4.77
12174203,11481260,Primary Urban Center,Honolulu,Entire home/apt,124,3,0,NA,4.6
12174315,53595817,Koloa-Poipu,Kauai,Entire home/apt,473,1,1,2,5
12174318,53595817,Koloa-Poipu,Kauai,Entire home/apt,735,1,0,2,5
12174319,53595817,Koloa-Poipu,Kauai,Entire home/apt,100,1,0,3,NA
12176643,11481260,Primary Urban Center,Honolulu,Entire home/apt,120,3,0,NA,NA
12184293,65477189,Kihei-Makena,Maui,Entire home/apt,140,1,38,NA,4.91
12193389,59307337,Kihei-Makena,Maui,Entire home/apt,259,3,19,2,4.83
12195025,65557078,Kihei-Makena,Maui,Private room,175,7,10,1,4.88
12205835,9208750,South Kohala,Hawaii,Entire home/apt,236,3,3,2,4.93
12207000,2349948,Primary Urban Center,Honolulu,Private room,105,3,10,NA,4.4
12211157,36133410,Lahaina,Maui,Entire home/apt,1109,7,2,2,5
12211287,65678433,Kihei-Makena,Maui,Entire home/apt,132,1,65,1,4.79
12212924,65690082,Puna,Hawaii,Entire home/apt,125,3,29,3,4.88
12214471,42705922,Primary Urban Center,Honolulu,Entire home/apt,153,2,18,NA,4.4
12216111,10200517,Puna,Hawaii,Entire home/apt,120,1,31,1,4.98
12223067,36133410,Lahaina,Maui,Entire home/apt,1109,7,0,2,4.9
12223104,36133410,Lahaina,Maui,Entire home/apt,1224,7,0,2,5
12226909,680107,North Kona,Hawaii,Entire home/apt,424,3,10,2,4.81
12229134,13640337,Koloa-Poipu,Kauai,Entire home/apt,716,1,7,3,4.74
12230080,36133410,Lahaina,Maui,Entire home/apt,628,7,0,NA,5
12230099,36133410,Lahaina,Maui,Entire home/apt,813,7,0,1,NA
12230703,65783956,Primary Urban Center,Honolulu,Entire home/apt,230,5,21,1,4.84
12231178,63953809,North Kohala,Hawaii,Entire home/apt,135,4,7,1,5
12232281,65819119,Kihei-Makena,Maui,Entire home/apt,235,4,11,2,5
12235401,65843449,Lahaina,Maui,Entire home/apt,328,2,35,NA,4.89
12236785,42947939,Primary Urban Center,Honolulu,Entire home/apt,109,1,18,NA,4.43
12244108,12008251,South Kohala,Hawaii,Entire home/apt,229,5,12,2,4.89
12248629,65934297,Lihue,Kauai,Entire home/apt,216,3,22,1,4.97
12252237,52200456,Primary Urban Center,Honolulu,Entire home/apt,100,1,21,NA,4.73
12252794,36133410,Lahaina,Maui,Entire home/apt,563,7,1,1,4.8
12252806,36133410,Lahaina,Maui,Entire home/apt,496,7,0,1,5
12254713,65983702,Koloa-Poipu,Kauai,Entire home/apt,199,3,26,1,4.84
12266552,66063263,Waianae,Honolulu,Entire home/apt,150,30,2,1,4.91
12272627,41842769,South Kohala,Hawaii,Entire home/apt,455,3,3,3,4.9
12289602,47208806,North Shore Kauai,Kauai,Entire home/apt,239,3,6,2,4.44
12290985,66110757,Koolauloa,Honolulu,Entire home/apt,1074,4,9,3,4.87
12291922,40541498,Paia-Haiku,Maui,Entire home/apt,325,7,6,2,4.93
12292539,40541498,Makawao-Pukalani-Kula,Maui,Entire home/apt,375,7,5,2,4.9
12292810,66151206,Primary Urban Center,Honolulu,Entire home/apt,125,3,20,NA,4.73
12293501,40541498,Paia-Haiku,Maui,Entire home/apt,626,7,7,3,5
12296622,66290175,Kihei-Makena,Maui,Entire home/apt,125,6,6,1,4.89
12298884,48264841,Primary Urban Center,Honolulu,Entire home/apt,130,30,6,1,4.43
12303764,66338343,Puna,Hawaii,Entire home/apt,175,1,15,2,4.91
12305013,41751554,Lahaina,Maui,Entire home/apt,309,1,3,2,4.91
12305016,41751554,Lahaina,Maui,Entire home/apt,280,1,3,1,4.8
12305024,41751554,Lahaina,Maui,Entire home/apt,285,4,3,2,4.79
12310221,66386773,Waianae,Honolulu,Entire home/apt,128,30,6,1,4.91
12310416,27439391,Primary Urban Center,Honolulu,Entire home/apt,221,1,29,1,4.81
12310597,10413701,Koolauloa,Honolulu,Entire home/apt,709,2,36,3,4.83
12311322,66397851,Kihei-Makena,Maui,Entire home/apt,160,3,34,1,4.6
12311629,24077843,Puna,Hawaii,Entire home/apt,125,1,16,1,4.8
12323709,66489790,Ewa,Honolulu,Entire home/apt,135,29,0,2,4
12328967,43793840,Primary Urban Center,Honolulu,Entire home/apt,109,2,3,NA,4.38
12339144,36133410,Lahaina,Maui,Entire home/apt,556,7,0,NA,NA
12339359,11481260,Primary Urban Center,Honolulu,Entire home/apt,134,3,0,NA,5
12354249,24077843,Puna,Hawaii,Entire home/apt,565,2,3,4,4.94
12359872,39371115,Koloa-Poipu,Kauai,Entire home/apt,459,3,9,3,4.8
12367483,66818469,Koloa-Poipu,Kauai,Entire home/apt,655,1,5,4,4.92
12368389,66579598,Kapaa-Wailua,Kauai,Entire home/apt,149,2,25,NA,4.77
12373208,25700238,Kihei-Makena,Maui,Entire home/apt,229,3,23,2,4.78
12378437,62167211,Koolauloa,Honolulu,Private room,100,2,48,1,4.9
12383942,64565134,Kihei-Makena,Maui,Entire home/apt,205,1,52,3,4.71
12384055,36133410,Lahaina,Maui,Entire home/apt,1327,7,0,2,NA
12406680,65960798,Kihei-Makena,Maui,Entire home/apt,250,3,16,1,4.89
12407485,65960798,Kihei-Makena,Maui,Entire home/apt,217,3,16,1,5
12407678,65960798,Kihei-Makena,Maui,Entire home/apt,301,3,7,1,4.75
12407714,65960798,Kihei-Makena,Maui,Entire home/apt,301,3,10,1,4.85
12407744,65960798,Kihei-Makena,Maui,Entire home/apt,301,3,9,1,4.53
12407761,65960798,Kihei-Makena,Maui,Entire home/apt,217,3,25,1,4.85
12407815,65960798,Kihei-Makena,Maui,Entire home/apt,351,3,2,2,4.8
12407840,65960798,Kihei-Makena,Maui,Entire home/apt,322,3,5,1,5
12407876,65960798,Kihei-Makena,Maui,Entire home/apt,322,3,3,1,4.69
12409013,67107658,Waianae,Honolulu,Entire home/apt,90,21,2,1,4.76
12409074,41842769,South Kohala,Hawaii,Entire home/apt,464,3,6,3,4.85
12425811,48290051,Kihei-Makena,Maui,Entire home/apt,219,2,25,1,4.8
12426858,67217793,South Kohala,Hawaii,Entire home/apt,261,4,13,2,5
12428567,45887447,North Shore Kauai,Kauai,Entire home/apt,296,3,7,2,4.83
12433485,19313001,North Shore Oahu,Honolulu,Entire home/apt,150,14,3,1,4.91
12434306,15820446,Lahaina,Maui,Entire home/apt,361,5,2,2,4.95
12434629,66579598,Kapaa-Wailua,Kauai,Private room,120,180,0,1,4.75
12451831,67369984,Kau,Hawaii,Entire home/apt,92,1,68,3,4.95
12454955,51607095,North Kona,Hawaii,Entire home/apt,125,3,20,2,4.74
12457188,53179201,North Shore Kauai,Kauai,Entire home/apt,460,3,0,1,4.82
12466581,6224540,Kihei-Makena,Maui,Entire home/apt,185,1,40,1,4.91
12475627,40913905,Primary Urban Center,Honolulu,Entire home/apt,69,1,23,NA,4.45
12475929,40164778,Primary Urban Center,Honolulu,Entire home/apt,216,3,39,NA,4.98
12487065,49367267,Lahaina,Maui,Entire home/apt,549,7,12,2,5
12488761,67612042,South Kona,Hawaii,Entire home/apt,288,3,28,3,4.96
12492959,67640998,North Shore Oahu,Honolulu,Entire home/apt,110,30,4,1,4.82
12495697,67661665,Kihei-Makena,Maui,Entire home/apt,255,6,30,1,4.89
12495782,67661918,Primary Urban Center,Honolulu,Private room,50,100,0,1,NA
12517887,2349948,Primary Urban Center,Honolulu,Entire home/apt,135,3,10,1,4.69
12519848,41842769,South Kohala,Hawaii,Entire home/apt,245,3,10,2,4.87
12520610,67815544,South Kohala,Hawaii,Entire home/apt,435,4,5,3,4.92
12540495,10496350,Primary Urban Center,Honolulu,Entire home/apt,1999,10,0,4,5
12540521,67947912,Koolauloa,Honolulu,Entire home/apt,2147,1,4,4,4.56
12543302,25475057,Koloa-Poipu,Kauai,Entire home/apt,842,7,4,2,4.89
12544602,36133410,Lahaina,Maui,Entire home/apt,698,7,1,1,5
12545235,47208806,North Shore Kauai,Kauai,Entire home/apt,189,3,11,2,4.47
12545594,67953364,Paia-Haiku,Maui,Entire home/apt,272,30,0,1,4.73
12565003,68118263,Lahaina,Maui,Entire home/apt,835,7,0,2,5
12567466,68135306,Primary Urban Center,Honolulu,Entire home/apt,90,30,4,1,5
12568892,65413047,North Kona,Hawaii,Entire home/apt,340,2,0,1,5
12570088,36133410,Lahaina,Maui,Entire home/apt,856,7,1,1,5
12572694,42947939,Primary Urban Center,Honolulu,Entire home/apt,143,1,17,NA,4.49
12573841,34081148,Primary Urban Center,Honolulu,Entire home/apt,110,30,0,1,NA
12583697,68250332,North Shore Kauai,Kauai,Entire home/apt,450,5,8,2,5
12585277,68258751,Puna,Hawaii,Entire home/apt,135,5,1,2,5
12586942,338668271,Primary Urban Center,Honolulu,Entire home/apt,175,4,11,1,4.69
12590564,16286074,North Kona,Hawaii,Entire home/apt,399,5,0,2,4.89
12594295,44199253,Koloa-Poipu,Kauai,Entire home/apt,294,2,4,1,4.89
12604028,3211895,Kihei-Makena,Maui,Entire home/apt,240,3,8,2,4.12
12604034,3211895,Kihei-Makena,Maui,Entire home/apt,230,3,18,2,4.49
12604039,3211895,Kihei-Makena,Maui,Entire home/apt,240,3,11,2,4.56
12604042,3211895,Kihei-Makena,Maui,Entire home/apt,230,3,11,2,4.45
12604046,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,13,2,4.56
12604051,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,1,1,4.67
12604054,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,2,1,4.5
12604056,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,1,1,4.5
12604058,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,5,1,4.69
12604060,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,16,1,4.77
12604070,3211895,Kihei-Makena,Maui,Entire home/apt,230,3,6,2,4.75
12604076,3211895,Kihei-Makena,Maui,Entire home/apt,340,3,5,3,4.61
12604094,3211895,Kihei-Makena,Maui,Entire home/apt,250,3,1,2,4.8
12604101,3211895,Kihei-Makena,Maui,Entire home/apt,210,3,5,2,4.83
12604107,3211895,Kihei-Makena,Maui,Entire home/apt,240,3,16,2,4.88
12604108,3211895,Kihei-Makena,Maui,Entire home/apt,210,3,13,2,4.41
12604111,3211895,Kihei-Makena,Maui,Entire home/apt,220,3,26,2,4.63
12604112,3211895,Kihei-Makena,Maui,Entire home/apt,240,3,0,2,1
12604115,3211895,Kihei-Makena,Maui,Entire home/apt,210,3,16,2,4.5
12606306,8598221,Lahaina,Maui,Entire home/apt,749,6,1,3,4.63
12608555,68435038,Lahaina,Maui,Entire home/apt,220,3,10,1,4.93
12608695,3211895,Kihei-Makena,Maui,Entire home/apt,210,3,16,2,4.74
12608732,3211895,Kihei-Makena,Maui,Entire home/apt,170,3,5,1,4.81
12608733,3211895,Kihei-Makena,Maui,Entire home/apt,200,3,3,1,4.85
12611120,68455086,Waianae,Honolulu,Entire home/apt,114,10,3,2,4.7
12622481,68530647,North Shore Kauai,Kauai,Entire home/apt,335,3,6,2,4.56
12624595,63752720,Kihei-Makena,Maui,Entire home/apt,457,6,0,1,NA
12626031,68552807,Lahaina,Maui,Entire home/apt,181,2,19,1,4.8
12627962,68530647,North Shore Kauai,Kauai,Entire home/apt,195,180,0,1,4.68
12629069,68573896,Waianae,Honolulu,Entire home/apt,150,30,8,2,4.87
12645713,52676905,Primary Urban Center,Honolulu,Entire home/apt,150,1,38,NA,4.9
12654505,10413701,Primary Urban Center,Honolulu,Entire home/apt,101,2,25,1,4.73
12673941,68552807,Lahaina,Maui,Entire home/apt,184,4,33,NA,4.78
12677580,68530647,North Shore Kauai,Kauai,Entire home/apt,215,2,8,NA,4.74
12677850,47208806,North Shore Kauai,Kauai,Entire home/apt,186,3,6,2,4.45
12683049,68921286,Kihei-Makena,Maui,Entire home/apt,218,4,6,2,5
12706955,69076063,Kihei-Makena,Maui,Entire home/apt,260,7,4,2,4.61
12707911,69076063,Kihei-Makena,Maui,Entire home/apt,177,5,18,1,4.92
12708984,67947912,Koolauloa,Honolulu,Entire home/apt,1555,1,7,3,4.92
12709603,69092586,North Kona,Hawaii,Entire home/apt,125,3,20,1,4.84
